product_name,title,stars,body
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Service centre in Chennai?,4.0,"I have a problem in sound output of Alexa echo dot,. Can anyone refer me the service centre in Chennai...."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good sound quality but limited AI interactive responses,3.0,"Awesome Sound Quality , however very limited AI database and responses are very limited. Worth to buy if looking for limited interactions."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Very good,5.0,"Ii love this product, sound also good and all features are working till date"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),just go for it if you have wifi,5.0,I am fall in love with this product i can't  express how I am feeling now with these but one thing is why Alexa only connect with wifi😔😔
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Average product,3.0,Reviewed after 6 months..this product worked very well up to 6 months then showed some defect in the mic which receives voice .
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Connectivity with smartphones,3.0,If the speaker will connect to a smartphone through Bluetooth so that we can take calls on the speaker and play music and videos on the speaker that will be a great feature.  The sound quality of the speaker is too good. I liked it.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),"Best in the Market, my family loved it. They are playing with it and best for kids. Fun to operate.",5.0,"Best in the Market, my family loved it. They are playing with it and best for kids. Fun to operate."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),1 issue.,5.0,"The sound when u connect your Alexa with your phone using bluetooth and then play ,is very different n low unlike it's normal sound..Very disappointed with this."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),FIRST ECO DOT,5.0,Sound quality and bass is very good 👌👌😊Good experience in hindi also
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Best smart speaker in market,5.0,Best echo dot device compared to previous gen devices. Voice clarity is very crisp and loud. I recommend this product.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Gud product,5.0,"The media could not be loaded.
                



 Gud product"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Not worth,1.0,"Not worth, I was unable to return as window closed."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Overall a good purchase,4.0,Good product. Compact and aesthetically sound. It has most features any Echo model has and is absolutely loved by kids
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Best value for money Blue tooth and wifi speakers in the market.,5.0,Everything is good. Hope you add Spotify too in the coming days.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Wow... Alexa,4.0,Amazing....I love this product...
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Echo dot is Must have.,5.0,It's an awesome and innovative product from Amazon. I recommend that everyone should have one of this at their home.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Gd,5.0,Gd
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good,5.0,Good
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Best product,5.0,I loved it but sometimes I faced issues during Bluetooth connection.I believe its giving happiness to all user who purchased it.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),It's portable....I really like it,5.0,"The media could not be loaded.
                



 It's awesome"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Nice product,5.0,I buy 1200.value for money.very good sound
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Awesome product!!,4.0,Sound quality is awesome but lacks bass as it's a compact version!!!So if are a bass lover either buy the echo or you can connect your Bluetooth speaker to it!!!
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Small size,5.0,Too small as imagined.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good Speaker but need to improve in software,4.0,Good product for Bluetooth speaker but alexa assistant software need to improve and it recognise in correct translation if we not say right translation it say I don't no but overall it a good product
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),"Every thing is fine,value for money.",5.0,It shoud be updated with all indian languages...
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Unable to control smart bulbs,1.0,Day by it performance is worsen. Unable to change wipro smart buld colors from past two months. Even daily routines not working properly. Poor customer support...
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Awesome product,5.0,It's very useful for to connect all your smart devices and easy to use with voice commands.Such a nice product.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),execellent product very worth,5.0,Very nive device and sound quality is too good and the price rnage in which i got makes it very wirth. During great indian festival i got it only for 1999 very great deal
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good,4.0,Good
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good product,4.0,Product is worthy at this price but night lite and flash lite is not working
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Working fine,4.0,Works good. But the problem is it required internet compulsory we can't use to connect with Bluetooth for long period.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good product,5.0,this product is realy good and easy to use worth for money  my best friend too
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Best one,5.0,"Good one,but needs good connectivity ,othwrwise performance is good"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),My best purchase so far,5.0,Love this product. Sound quality is superb. It has little bass too. Just go for it.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Digital World at your Hands ❤..,4.0,"All the three, I mean Voice Recognition, Alexa Integration and Sound Quality magical..."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Not what i expected it to be,2.0,One thing i like about it can used to abundancevof activities. One thing i dislike about is constantly gets dusconnected every now and then again has to pair with mobile .
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Not worth it,2.0,"Most of the alexa doesn't understand the command, limited music options. It's not much of a use....."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),"you are great, thats called business..",1.0,product is not bad bt ur service is not good...i buy an alexa bt the blinking light not working...want to replace with the same but no any option to replace it....what can i do give me a sollution.?
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Very nice,5.0,I liked it very much but it sometimes listen something else 🙂 but I am happy with it suggesting it to buy must buy very nice☺️😺👌
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Alexa is awesome,5.0,Excellent product and good voice recognition in Hindi also.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),This is good for the price!,5.0,"The media could not be loaded.
                



 This is pretty good , got a smart bulb for just 50 rs. amazing deal on prime day!!!"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good one,5.0,Good product as advertised. Recommended
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Value for money,5.0,Voice recognition is very good
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good product,5.0,Good product but confused sometimes. Grat sound quality .Better then google home in sound . And in features Google home would be a great choice.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good,5.0,This Amazon eco dot is worth buying coz we can plug this anywhere we want and easy to use by downloading Alexa app and connecting the device in that app also good sound quality.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),"Voice recognition, Response time, Sound quality... All are good",5.0,Nice product.Very useful
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Excellent,5.0,Got it just at 2099 with wipro smart bulb
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Okay,3.0,Working good but having trouble with connecting my oneplus tv
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Worth for money,5.0,"Its really good and entertaining. Sound quality is good, voice recognition is really good."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Excellent,5.0,Good echo dot
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),बहुत बढ़िया चीज मनोरंजन का साधन कुछ जगह कुछ कमियां मगर बहुत अच्छी,4.0,"The media could not be loaded.
                



 दिल कोछू लेने वाली पसंद आएगा प्रोडक्ट"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Nice product,5.0,I am very happy with this product.I just got this produt in 2149 with wipro 12 watt smart bulb.Thanks
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Defective product delivered,1.0,Alexa device is defective. It is not responding. I have completed the installation process but device is not working after connecting it.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Can be better...!!!,4.0,Can be better with the Device Connectivity... Though the Sound quality is Awesome.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Bad one,1.0,"Connecting problem in every week everytime disconnect from wifi, and the ailly things is when i connect it doesn't connect with wifi"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good one,5.0,Good one
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Easy to install and user friendly,5.0,It is indeed one of the best AI enabled virtual assistant device.The voice quality is very good and the Echo Dot hears your voice from a long distance (10-15 meters) even when it is playing loud music.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good,4.0,Good but sometimes can't find the right thing specially song
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Amazing product,5.0,Amazing product
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Exelent,5.0,Echo dot is best to buy because it can answer any of your questions you can also change its language if you want to.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),2nd or 3rd?,3.0,I have purchased this echo dot 3rd generation but in the ALEXA app it shows echo dot 2nd generation
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Not attentive like google home,3.0,"Voice Recognition , Poorthe voice ... the accent is not good."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Excellent,5.0,Excellent
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Damaged box,2.0,I wanted to gift it to my mom but the box was damaged
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),It is nice but we have to pay extra for listening Amit ji's voice,3.0,
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Ultimate AI,5.0,Great AI Product by amazon
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),There must be wireless speaker.,2.0,"There is no Bluetooth support for speakee, can't operate with mobile Bluetooth connectivity, no chip card slot, no pendrive slot."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Awesomeness alert,5.0,"Amazing sound quality. Amazing mic. It's brilliant. I bought it for my father who is blind, he is soooo happy. 😍 thanks Amazon."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good,3.0,Overall product is good . Voice recognisation poor . Want to improve . Sond is superb. Alexa very good . Thanks for amazon for lovely product .
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Horrible after sales service,1.0,My product stopped working and no one from Amazon has contacted me for repairs inspite of my repeated complaints.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Not good,1.0,Not good
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Awesome,4.0,"This is my second alexa ,best thing for entertainment, sounds quality is awesome"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Ok,1.0,Not working
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Excellent.,5.0,Sound quality is decent. Excellent voice recognition. I got it for 1500 rs during sell. Best deal.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Lifestyle is a good 👍,4.0,Easy to use
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Very nice,5.0,Very nice
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),It is a good product .,5.0,I like the speaker a lot its very good product sound quality is far far better from google home mini but according to softwere i will give it 71 percent out of 100 its look better than googlehome mini. it has 4 mic while googlehas only 2 mic
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good thing,5.0,Good thing
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good product,5.0,The product responds well to commands and also there is good audio output from the device.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Seal was already opened,1.0,"The media could not be loaded.
                



 Seal was already opened. Very dissapointed. Worst case this is."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Result not accurate,3.0,Not clear give accurate answer...Many time repeat things I think that's not a right things
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Simple Good ..,4.0,Not upto the level.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Best speaker I’ve seen,5.0,Alexa is the best product I have seen in the long time it recognise the voice very perfectly
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Zero response & connectivity,1.0,"It could not connected at all, neither recognising voice input,nothing. Response is nil from alexa."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),The 8th Wonder (Alexa with 3rd gen Echo Dot) of the world.,5.0,"Sleek design, lovely flashing lights. The voice recognition is excellent, alexa integration is really a 8th wonder. The sound quality is fabulous. I am really loving & enjoying this gadget."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good one,4.0,"Its very nice product overall but sometimes it cant recognises the voice and integration to other enabled devices it's bit slow, plz improve Alexa app"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),It doesn't do all the work and it's not a normal speaker,4.0,This Echo dot is great. Works specifically in Hindi and English only. The range is quite good. But as a normal speaker it doesn't do the job plus works with wifi lights only!!!
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Wipro smart bulb is not compatible with Alexa very sorry e cheating cheating with customer,3.0,Wipro smart bulb which you are providing is not compatible with Alexa why you have given this with Alexa it is treating with the customer
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Kids love it,5.0,FunVoice operated  player..
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Awesome ❤️,5.0,It was very easy to integrate Alexa.Just a few steps and your Alexa is ready.Voice could be easily recognised even when you're at a good distance. The sound quality is awesome!
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Worth every single penny.,5.0,Entertaining product. Still in a learning phase for Indian Market. Call services are available only for Registered Alexa users.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Best voice assistant,5.0,Recognise voice perfectly and works like a charm. Got if free with OnePlus Tv
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Not working properly,2.0,Product is good but many times it stops working all of a sudden. Then we have to restart again and reset all setting then it starts working. If this continues will like to replace it.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Not responding to voice commands in 90 percent cases,1.0,Not like not recognising the voice in 9/10 cases..got a feel of lost the money .If u r lucky work some times and able to play  amazon music work with this device...
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Portability needs to be more seamless,4.0,Sound quality is good. Alexa has to improve alot.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good,5.0,Good product
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Made us smart,5.0,"Echo has made our home smart, particularly so when your family has added a newest member...my grand daughter who is 1 year plus. She sleeps only when echo dot sings rhymes for her."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Nice product,5.0,"Very good product and features. However, needs to improved for online search.."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Eco is great,5.0,Very goodValue of moneySimple
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Simply Superb!,5.0,Simply Superb!
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Horrible product,1.0,Needs a lot of more development of Alexa...horrible experience and not value for money
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Excellent,5.0,"Excellent product from Amazon. Lot of fun, knowledge.Better if we get this with inbuilt battery."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good but not impressed with voice recognition,4.0,"Overall good, but voice recognition is poor and for hindi it need more updates."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),poor sound at even little high volume,2.0,the sound is very very average. no use buying this entry level product
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good product,4.0,Had gifted to my sister she is happy
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Became part of family,5.0,It's amazing
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Loved it,5.0,Value for money
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Search needs to improve,3.0,"Search is not good, needs yo improve search capabilities, other wise its okay."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),It's fun and same time useful,4.0,It's a nice product to play withIt's not portableSound quality is perfect
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Just ok!!,3.0,"Not suitable for countries where power cuts are a daily routine , it would have been better if it had a integrated battery"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Switching off within 5 minutes,1.0,Switching off within 5 minutes everytime please solve my problem.... please replace my piece asap....
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),good product,5.0,"we get multi color bulb also , working good"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Not powering on,1.0,"After opening box, not at all powering on. Applied for replacement . Will update review after receiving replacement item."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Awesom alexa,5.0,Using it from past 2 years..no problem whatsoever
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Amazing,5.0,Good
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Wonderful Product,5.0,Wonderful Product
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Amaznig Product,4.0,"lacks battery operation. The new option with battery was released witing 20 odd days, post purchase. Woul have bought that model."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Very good,5.0,To good this is the third Alexa i am ordering. My daughter loves it.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Waste of money,1.0,"Waste of money,  she doesnt answer for most of the things... First try to access youtube or gaana instead of saavn or waste amazon music."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Amazing..,5.0,Really super... I bought it in Amazon great days.. With less price I get it.. Sound quality is really spb
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Alexa Good Things 🔥🔥🔥,5.0,"The media could not be loaded.
                



 Alexa Better than Google Assistant👌👌👌👌"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Very usefully,5.0,Good to buy worth for money
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Nothing to say 🌟🌟🌟🌟🌟,5.0,Super performance...
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Sound quality is better than old version. But overall not that much satisied,3.0,Same as above
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Not value for money,5.0,U can buy it but because it is a great smart speaker but if u need a bluetooth speaker then go some another speaker because it does not worth 2500 as a speaker
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Stupendous,5.0,The Best product by Amazon
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Excellent,5.0,Excellent
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Bad,1.0,Not as expected
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Unable to connect with my WiFi,1.0,Unable to connect with my WiFi network. Though my wifi is active and device was very close to wifi
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Very nice and satisfied product. Liked it so much. Having so much fun with it.,5.0,"I disliked one thing that if I ask a difficult question, it always goes to the web instead of telling straight the answer."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Alexa not responding,1.0,"The media could not be loaded.
                



 Alexa not responding.Blue light showing all around.Cant even reset it."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Alexaa,5.0,Sound quality is good. Fast Bluetooth connectivity. Easy to use.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good on,4.0,Everything is fine
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Best,5.0,Defenetly should buy this product.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good,5.0,Liked
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Best Voice Assistant,5.0,"Alexa is very helpful through playing hands-free music, jokes, remainders, news and updates, facts. Alexa skills add more value to this product."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),The only best product,5.0,I really love this product and I am sure that this is the best one than google nest or home mini I think this is helpful for who are confusing to buy in both alexa is the best one than google
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Great Device! Go for it,4.0,Echo dot 3rd Generation is a great music device and wonderful sound quality.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Alexa for each one of us,5.0,It's an amazing product which is very cheap n working like awesome maestro.. Must buy product for our growing kid...better to give them Alexa not phone.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Product is not good,1.0,Product is not good
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Sound quality should improve,3.0,"Sound quality not good ,in high volume Alexa can't hear the commands.it should be inbuilt  noise cancellation system."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Pathetic sound quality,1.0,The sound quality is pathetic given the price tag. They should be selling it for rs 700.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),I Love it....... ❤️,5.0,It has very good music quality....... Very updated from the last generation...... I would highly recommend it...... Only con is that it is not better in gathering info than google home.....
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Excellent,5.0,I ordered this Alexa Echo dot on sale. The amount was 2500.Its really worth buying. Initially I was confused with Google home but after reading many reviews and compare with each features. Finally I go with Alexa Echo Dot 2nd.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good,2.0,Good
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good Sound for music,5.0,Good speaker driver for light music.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good,5.0,Good
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),"Super,, knowledgeable and entertaining,, wat a product superb",5.0,"Knowledgeable for my child,,, and it is entertainer also,,"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Loved it,5.0,This echo dot Is super i loved it works well with my smart appliances sound quality is also good
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Happy with alexa,5.0,"Superb sound quality,  nice material and good  product  i love it.. but Amazon package is bed and the product is made in China 😡"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),not satisfied temper to Google home,2.0,sorry not satisfied
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Product is not working,1.0,"Alexa could not voice recognitionProduct is not goodPlease confirm replacement status.I m waiting for 20 days, no response for u r side"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Value for money,4.0,Nice product...value for moneyStill finding difficulty on voice integration...it recognises every one’s voice in family
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Audio quality not good,2.0,At high volume sound quality is not good. Voice commands also not recognizing properly
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Theft,1.0,"""Received an empty box today, echo dot and charger both were missing"".A happy Prime Member.Very Fast Delivery."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Very nice,5.0,Good
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good but not so good,3.0,"The app is buggy and non responsive and that makes it harder to Integrate, after a while the echo dot isn't that responsive and efficient and also the voice recognition and answers are sometimes not up to the mark"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Add more Indian Classical music,4.0,Found limited music options for Carnatic music
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Can't connect 2 android TV,3.0,Can't connect to android TV
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),"Does not respond to anything after ""alexa"".",1.0,"Simply doesn't work, almost like a defective model. Does not respond to anything after ""alexa"". Only the blue light lights up and then almost 30 seconds later it turns off with no response."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Decent,3.0,The Alexa SW can have better conversational upgrades.. can't link my YouTube from Mobil for some reason.. need the one click equivalent on the skills..
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Voice recognition hectic,3.0,"Sound quality is good but voice recognition is not good enough, tried hard to play any specific songs."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Excellent,5.0,Excellent excellent
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Quality product!,5.0,Excellent product!. I loved the wipro light that came with Echo dot.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),👍,5.0,It’s fun ... buy it if u have never had Alexa.. just for an experience
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Sound quality turned worse within 30 days of use,2.0,Alexa is not able to recognise voice 50% of times. The sound quality is also punctured. Not a decent experience.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Go for it and have an AI friend everytime.,5.0,A good companion..with all interesting featrues.If the fan of your room is on high speed It takes a second time to capture the command.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),NO SOUND,1.0,No sound... How should I replace it? It is under warranty.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good,5.0,Wonderful!! It would have been good if it could play original version of songs; lots of them are remixes or retro versions; the original tune of the song is lost...
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Nice 👍,5.0,My baby likes Alexa very much so bought itShe is enjoying
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Must buy purchase for every home,5.0,One word .Super useful product and must buy for every home .Its very user friendly product........
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),No local language understand...need input indian languages,5.0,Voice and music quality is outstanding
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Sound quality is good but not so loud and low base,4.0,Good product but some times it didn't respond i got it for 3500rs worth it sound quality is good but not so loud and not good base good for small room but not for big room or hall
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),It's new but third class,3.0,When I received product I am very happy but when I used its sound and it's feature r third class worst product I every seen in my life
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Kindly upgrade more languages example Punjabi,3.0,Good product but not perfect.alexa know only hindi and english .it's improvement need .Dear team kindly add punjabi language
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Nice 👍🏻 early delivery by Amazon,5.0,Its been a day and till now its working fine as expected .... Really nice able to understand all instructions... but this review is only based on a Single day usage ..
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Works great,5.0,Works great! Got it at the amazing combo offer on Amazon that included a firestick and 12w bulb.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),I tried so many times to activate device but it was not connecting..Kindly replace the same,1.0,Since the product purchase ..I tried lot to activate & connect but it's not done till date kindly replace the same
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Awesome product by amazon.,5.0,Awesome product by Amazon
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Cheat,1.0,Not conected my wi fi & amazon alexa tacnition told me server problem 72 hours wait i m return it
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Sound quality,5.0,Best then any other device. Recognition of voice is perfect
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Not Communicating in Hindi,2.0,My Alexa not able to understand Hindi.I tried all the settings but the product is not installed with Hindi language software. It is not communicating in Hindi at all
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),A good buy for your home,5.0,As usual excellent product...hardly anything to complain about
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good,5.0,Good product
