,stars,body,clean_text,lemmatized_text,scores,sentiment,word_count
2272,5.0,simply outstanding outstanding product perfect for home use ,simply outstanding outstanding product perfect home use,simply outstanding outstanding product perfect home use,13.0,1,7
2273,5.0,alexa great productgreat sound quality,alexa great productgreat sound quality,alexa great productgreat sound quality,5.0,1,5
2274,3.0,very nice nice,nice nice,nice nice,6.0,1,2
2275,5.0,awesome product really awesome product by amazon it need some updates but other then this it is so awesome sound is good and mic is also awesome ,awesome product really awesome product amazon need updates awesome sound good mic also awesome,awesome product really awesome product amazon need update awesome sound good mic also awesome,19.0,1,14
2276,4.0,nice happy with it my best friend alexa good clear voice keep talking to her and she response immediately,nice happy best friend alexa good clear voice keep talking response immediately,nice happy best friend alexa good clear voice keep talking response immediately,14.0,1,12
2277,5.0,helpful assistant mostly used by my kids they love it ,helpful assistant mostly used kids love,helpful assistant mostly used kid love,5.0,1,6
2278,5.0,wowwwww i like this product ,wowwwww like product,wowwwww like product,2.0,1,3
2279,5.0,nice nice,nice nice,nice nice,6.0,1,2
2280,5.0,excellent this is my nd echo doing welllllll ,excellent nd echo welllllll,excellent nd echo welllllll,3.0,1,4
2281,5.0, ,,,0.0,0,0
2282,2.0,waste of money alexa is worst product if you say alexa mosquito repellent start and she said i have found from reference com etc waste of money,waste money alexa worst product say alexa mosquito repellent start said found reference com etc waste money,waste money alexa worst product say alexa mosquito repellent start said found reference com etc waste money,-7.0,-1,17
2283,5.0,super ok,super ok,super ok,3.0,1,2
2284,3.0,improve it it s a good smart speaker but it doesn t understand some of my commands which is a disappointing factor ,improve good smart speaker understand commands disappointing factor,improve good smart speaker understand command disappointing factor,4.0,1,8
2285,5.0,great product sound quality is awesome works fine must buy,great product sound quality awesome works fine must buy,great product sound quality awesome work fine must buy,11.0,1,9
2286,5.0,good quality good service,good quality good service,good quality good service,8.0,1,4
2287,5.0,great companiyon alexa is learning day by day behaves like growing baby,great companiyon alexa learning day day behaves like growing baby,great companiyon alexa learning day day behaves like growing baby,6.0,1,10
2288,5.0,loved it i loved it wish the volume cud go higer than ,loved loved wish volume cud go higer,loved loved wish volume cud go higer,7.0,1,7
2289,5.0,best automation instrument alexa is really a great product by amazon it is best system to automate your home ,best automation instrument alexa really great product amazon best system automate home,best automation instrument alexa really great product amazon best system automate home,9.0,1,12
2290,4.0,good product liking this product s sound quality wise so good it is so cute packaging is so poor that it is packaged in a paper bag ,good product liking product sound quality wise good cute packaging poor packaged paper bag,good product liking product sound quality wise good cute packaging poor packaged paper bag,10.0,1,14
2291,5.0,it s superb voice or sound quality is good ,superb voice sound quality good,superb voice sound quality good,10.0,1,5
2292,5.0,excellent happy with the purchase amazing sound quality ,excellent happy purchase amazing sound quality,excellent happy purchase amazing sound quality,12.0,1,6
2293,5.0,good na,good na,good na,3.0,1,2
2294,5.0,just a toy just a toy,toy toy,toy toy,0.0,0,2
2295,5.0,echo dot working well good useful fun product,echo dot working well good useful fun product,echo dot working well good useful fun product,9.0,1,8
2296,4.0,over all best product increase hindi language further and all is well,best product increase hindi language well,best product increase hindi language well,4.0,1,6
2297,2.0,sound clarity is too bad and not worthy i bought this with some expectation of sound quality but was disappointed to hear the sound ,sound clarity bad worthy bought expectation sound quality disappointed hear sound,sound clarity bad worthy bought expectation sound quality disappointed hear sound,1.0,1,11
2298,5.0,alexa is awesome the media could not be loaded i love alexa because it feels emotions,alexa awesome media could loaded love alexa feels emotions,alexa awesome medium could loaded love alexa feel emotion,7.0,1,9
2299,2.0,connecting issue it doesn t connect automatically to the same wifi hotspot i need to setup everytime i use alexa n iys very irritating to do so ,connecting issue connect automatically wifi hotspot need setup everytime use alexa n iys irritating,connecting issue connect automatically wifi hotspot need setup everytime use alexa n iys irritating,-3.0,-1,14
2300,5.0,first timer user no,first timer user,first timer user,0.0,0,3
2301,3.0,no time display facility no time display facility,time display facility time display facility,time display facility time display facility,0.0,0,6
2302,5.0,personal assistant sound quality was awesome ya it works good,personal assistant sound quality awesome ya works good,personal assistant sound quality awesome ya work good,9.0,1,8
2303,5.0,superb superb,superb superb,superb superb,10.0,1,2
2304,5.0,nice one nice one ,nice one nice one,nice one nice one,6.0,1,4
2305,5.0,amazing product amazing and really smart product good sound quality as well,amazing product amazing really smart product good sound quality well,amazing product amazing really smart product good sound quality well,14.0,1,10
2306,1.0,wastage of money very poor quality wastage of money ,wastage money poor quality wastage money,wastage money poor quality wastage money,0.0,0,6
2307,4.0,everything is working f i m satisfied with this budget range product,everything working f satisfied budget range product,everything working f satisfied budget range product,2.0,1,7
2308,5.0,sound quality i am a new user of this alexa but honestly my feedback after using this its awesome ,sound quality new user alexa honestly feedback using awesome,sound quality new user alexa honestly feedback using awesome,6.0,1,9
2309,5.0,entertain with alexa good product and very entertaining,entertain alexa good product entertaining,entertain alexa good product entertaining,5.0,1,5
2310,3.0,nice voice bad software echo dot rd generation is ok ok device software is not that good but voice quality is really nice in this range product is nice,nice voice bad software echo dot rd generation ok ok device software good voice quality really nice range product nice,nice voice bad software echo dot rd generation ok ok device software good voice quality really nice range product nice,11.0,1,20
2311,5.0,alexa just amazing value for money,alexa amazing value money,alexa amazing value money,4.0,1,4
2312,5.0,simply awesome nothing to say just awesome product,simply awesome nothing say awesome product,simply awesome nothing say awesome product,8.0,1,6
2313,5.0,awesome it is an awesome smart speaker,awesome awesome smart speaker,awesome awesome smart speaker,9.0,1,4
2314,5.0,alexa good product,alexa good product,alexa good product,3.0,1,3
2315,4.0, nice product takes time to get attached with internet volume is really nice overall it s a nice product ,nice product takes time get attached internet volume really nice overall nice product,nice product take time get attached internet volume really nice overall nice product,9.0,1,13
2316,5.0,amazing amazinng,amazing amazinng,amazing amazinng,4.0,1,2
2317,4.0,review good one but could be better ,review good one could better,review good one could better,5.0,1,5
2318,5.0,music lovers seriously a good device by amazon sound and bass quality of this is superb i love the way when they respond all alexa related query good speaker in low price ,music lovers seriously good device amazon sound bass quality superb love way respond alexa related query good speaker low price,music lover seriously good device amazon sound bass quality superb love way respond alexa related query good speaker low price,16.0,1,20
2319,4.0,lovely just love it ,lovely love,lovely love,6.0,1,2
2320,5.0,amazing amazing features all round performance some good stuffs can only he brought by amazon ,amazing amazing features round performance good stuffs brought amazon,amazing amazing feature round performance good stuff brought amazon,11.0,1,9
2321,5.0,very good product i like product,good product like product,good product like product,5.0,1,4
2322,5.0,awesome i love everything,awesome love everything,awesome love everything,7.0,1,3
2323,5.0,good one my second echo device much better than earlier generations amazing ,good one second echo device much better earlier generations amazing,good one second echo device much better earlier generation amazing,9.0,1,10
2324,4.0,good product i like it helpful products,good product like helpful products,good product like helpful product,7.0,1,5
2325,5.0,best thing you can ever buy best buy alexa is the best ,best thing ever buy best buy alexa best,best thing ever buy best buy alexa best,9.0,1,8
2326,4.0,need to add google play music alexa doesnt respond correctly always also would love to see youtube available,need add google play music alexa doesnt respond correctly always also would love see youtube available,need add google play music alexa doesnt respond correctly always also would love see youtube available,3.0,1,16
2327,5.0,very useful to those who don t like to operate mobile handset listen to songs and talks of intellect available with that of amazon bhandar ,useful like operate mobile handset listen songs talks intellect available amazon bhandar,useful like operate mobile handset listen song talk intellect available amazon bhandar,4.0,1,12
2328,5.0,good n nice good n nice,good n nice good n nice,good n nice good n nice,12.0,1,6
2329,5.0,amazing product just loving it ,amazing product loving,amazing product loving,6.0,1,3
2330,4.0,good good bluetooth connectivity sound quality needs some improvement still worth to buy alexa integration is very good ,good good bluetooth connectivity sound quality needs improvement still worth buy alexa integration good,good good bluetooth connectivity sound quality need improvement still worth buy alexa integration good,15.0,1,14
2331,5.0,good for gifting the product was good easy to carry best option for diwali gifting as easy to carry and transportation ,good gifting product good easy carry best option diwali gifting easy carry transportation,good gifting product good easy carry best option diwali gifting easy carry transportation,11.0,1,13
2332,5.0,great deal on great products total value for money i bought it for rs along with wipro led smart bulb so a great deal on great quality products,great deal great products total value money bought rs along wipro led smart bulb great deal great quality products,great deal great product total value money bought r along wipro led smart bulb great deal great quality product,15.0,1,19
2333,5.0,alexa very helpful to me very nice product but some improvement necessary like hindi language etc ,alexa helpful nice product improvement necessary like hindi language etc,alexa helpful nice product improvement necessary like hindi language etc,9.0,1,10
2334,4.0,awesome product great product and i love it ,awesome product great product love,awesome product great product love,10.0,1,5
2335,4.0,smart device good device to learning,smart device good device learning,smart device good device learning,4.0,1,5
2336,5.0,good product when it is on the maximum volume you have to scream to make it stop sometimes otherwise it s my first smart speaker and i liked it ,good product maximum volume scream make stop sometimes otherwise first smart speaker liked,good product maximum volume scream make stop sometimes otherwise first smart speaker liked,3.0,1,13
2337,5.0,amazing product go for it at first i bought it for my self then i ordered one more to gift my relative ,amazing product go first bought self ordered one gift relative,amazing product go first bought self ordered one gift relative,6.0,1,10
2338,4.0,best buy super features,best buy super features,best buy super feature,6.0,1,4
2339,5.0,good echo is a good product,good echo good product,good echo good product,6.0,1,4
2340,5.0,awesome awesome sound quality ,awesome awesome sound quality,awesome awesome sound quality,10.0,1,4
2341,1.0,charging cash back chori karti hai amazon alexa ke nam pe,charging cash back chori karti hai amazon alexa ke nam pe,charging cash back chori karti hai amazon alexa ke nam pe,0.0,0,11
2342,4.0,good one good product get it s job done ,good one good product get job done,good one good product get job done,6.0,1,7
2343,5.0,super the media could not be loaded wonderful product,super media could loaded wonderful product,super medium could loaded wonderful product,7.0,1,6
2344,5.0,information base very nice product i love it but improve the information about everything compare to google home many things alexa don t know when google home know every information ,information base nice product love improve information everything compare google home many things alexa know google home know every information,information base nice product love improve information everything compare google home many thing alexa know google home know every information,8.0,1,20
2345,5.0,help krdo plz can i get help as i have very bad internet connection so i am not able to update my alexa i am not able to use it can i grt help plz,help krdo plz get help bad internet connection able update alexa able use grt help plz,help krdo plz get help bad internet connection able update alexa able use grt help plz,3.0,1,16
2346,2.0,bluetooth not working partially it s a good product but these device are not connecting with bluetooth it s a defect ,bluetooth working partially good product device connecting bluetooth defect,bluetooth working partially good product device connecting bluetooth defect,0.0,0,9
2347,5.0,alexa the great integrates well with multiple devices speakers are awesome ,alexa great integrates well multiple devices speakers awesome,alexa great integrates well multiple device speaker awesome,7.0,1,8
2348,5.0,its working awesome got it for as an offer for prime members worth every penny very useful especially if you want to listen songs while driving ,working awesome got offer prime members worth every penny useful especially want listen songs driving,working awesome got offer prime member worth every penny useful especially want listen song driving,9.0,1,15
2349,5.0,it s beautiful and perfect like it but alexa call papa in time long but i like it thankuuu amazon iam love amazon,beautiful perfect like alexa call papa time long like thankuuu amazon iam love amazon,beautiful perfect like alexa call papa time long like thankuuu amazon iam love amazon,13.0,1,14
2350,5.0,awesome awesome product,awesome awesome product,awesome awesome product,8.0,1,3
2351,3.0,not getting connected to mbps internet everything is good the biggest problem is that my alexa is not getting connected to mbps internet speed plzzz help me out with it ,getting connected mbps internet everything good biggest problem alexa getting connected mbps internet speed plzzz help,getting connected mbps internet everything good biggest problem alexa getting connected mbps internet speed plzzz help,3.0,1,16
2352,5.0,amazing it is amazing loved its quality and sound experience thankyou amazon,amazing amazing loved quality sound experience thankyou amazon,amazing amazing loved quality sound experience thankyou amazon,13.0,1,8
2353,5.0,nice quality nice quality,nice quality nice quality,nice quality nice quality,10.0,1,4
2354,5.0,good i found alexa helpful but it does need some upgrades when it comes to knowing the song names specially bollywood song names p,good found alexa helpful need upgrades comes knowing song names specially bollywood song names p,good found alexa helpful need upgrade come knowing song name specially bollywood song name p,5.0,1,15
2355,5.0,superb product with crystal clear sound superb product with crystal clear sound my first smart speaker and am loving itshould have usb charger but its fine though,superb product crystal clear sound superb product crystal clear sound first smart speaker loving itshould usb charger fine though,superb product crystal clear sound superb product crystal clear sound first smart speaker loving itshould usb charger fine though,17.0,1,19
2356,5.0,just wow beautiful product ,wow beautiful product,wow beautiful product,7.0,1,3
2357,5.0,alexa excellent product,alexa excellent product,alexa excellent product,3.0,1,3
2358,5.0,one of the finest ai good for people who want to live like tony stark aka iron man ,one finest ai good people want live like tony stark aka iron man,one finest ai good people want live like tony stark aka iron man,9.0,1,13
2359,5.0,super fast service provider thank you amazon thank you amazon you are the best service providerfastest service provider in indiathanks amazon i am very happy,super fast service provider thank amazon thank amazon best service providerfastest service provider indiathanks amazon happy,super fast service provider thank amazon thank amazon best service providerfastest service provider indiathanks amazon happy,13.0,1,16
2360,5.0,nice product good keep it up,nice product good keep,nice product good keep,6.0,1,4
2361,4.0,great speaker not so great voice command processing great speaker not so great voice command processing,great speaker great voice command processing great speaker great voice command processing,great speaker great voice command processing great speaker great voice command processing,12.0,1,12
2362,5.0,family member great device for home and very easy to use ,family member great device home easy use,family member great device home easy use,4.0,1,7
2363,5.0,nice very good product,nice good product,nice good product,6.0,1,3
2364,5.0,one of the best shopping app in today s world i just love amazon keep it up nothing i dislike i just love amazon ,one best shopping app today world love amazon keep nothing dislike love amazon,one best shopping app today world love amazon keep nothing dislike love amazon,7.0,1,13
2365,4.0,very good great good to have this it s really very attractive and fast responding echo device received in a very less price thanks alexa ,good great good really attractive fast responding echo device received less price thanks alexa,good great good really attractive fast responding echo device received le price thanks alexa,13.0,1,14
2366,5.0,good connected devices one of good device for family entertainment,good connected devices one good device family entertainment,good connected device one good device family entertainment,6.0,1,8
2367,1.0,product is nice but not started the media could not be loaded it s faulty pieceit s not turn on,product nice started media could loaded faulty pieceit turn,product nice started medium could loaded faulty pieceit turn,3.0,1,9
2368,1.0,echo wipro bulbs not connecting wipro blub not connecting to echo no even weeks,echo wipro bulbs connecting wipro blub connecting echo even weeks,echo wipro bulb connecting wipro blub connecting echo even week,0.0,0,10
2369,5.0,good better than competitors ,good better competitors,good better competitor,5.0,1,3
2370,5.0,good nice one,good nice one,good nice one,6.0,1,3
2371,5.0,best smart speaker it is a very nice product sound quality is very good it books an ola order from zomato,best smart speaker nice product sound quality good books ola order zomato,best smart speaker nice product sound quality good book ola order zomato,12.0,1,12
2372,5.0,super product must have product but it s a bit lagging in sound quality,super product must product bit lagging sound quality,super product must product bit lagging sound quality,3.0,1,8
2373,5.0,worth ever penny finally after one month of using alexa i am writing this review perfect sound quality nice product from amazon keep add more alexa skills thanks,worth ever penny finally one month using alexa writing review perfect sound quality nice product amazon keep add alexa skills thanks,worth ever penny finally one month using alexa writing review perfect sound quality nice product amazon keep add alexa skill thanks,12.0,1,21
2374,5.0,better than google the media could not be loaded bass is too good for a small room skills are also powerful voice recognition is standard all is on video ,better google media could loaded bass good small room skills also powerful voice recognition standard video,better google medium could loaded bass good small room skill also powerful voice recognition standard video,9.0,1,16
2375,5.0,happy great product worth of money,happy great product worth money,happy great product worth money,8.0,1,5
2376,5.0,alexa is rocking never expected this much sound from this device it s simply amazing ,alexa rocking never expected much sound device simply amazing,alexa rocking never expected much sound device simply amazing,4.0,1,9
2377,5.0, the media could not be loaded ,media could loaded,medium could loaded,0.0,0,3
2378,5.0,i love alexa the media could not be loaded i love alexa,love alexa media could loaded love alexa,love alexa medium could loaded love alexa,6.0,1,7
2379,4.0,best product compare with google nest good sound and good voice recognition and easy to connect net but their is noo google play music,best product compare google nest good sound good voice recognition easy connect net noo google play music,best product compare google nest good sound good voice recognition easy connect net noo google play music,12.0,1,17
2380,4.0,kids enjoy definitely a good purchase and children are liking it especially,kids enjoy definitely good purchase children liking especially,kid enjoy definitely good purchase child liking especially,7.0,1,8
2381,4.0,good one good one music and all is goodthey should enable lte call as well ,good one good one music goodthey enable lte call well,good one good one music goodthey enable lte call well,6.0,1,10
2382,5.0,super product with very loud voice and super quality this device is super and it has very loud sound it capture our sound easily and the adapter is very long an strong ,super product loud voice super quality device super loud sound capture sound easily adapter long strong,super product loud voice super quality device super loud sound capture sound easily adapter long strong,13.0,1,16
2383,4.0,good response break,good response break,good response break,3.0,1,3
2384,5.0,light on pockets great on sound some issues with voice recognition but other than that it s a must have totally into it much better than google nest mini,light pockets great sound issues voice recognition must totally much better google nest mini,light pocket great sound issue voice recognition must totally much better google nest mini,7.0,1,14
2385,4.0,catch the voice very week good,catch voice week good,catch voice week good,3.0,1,4
2386,5.0,my first alexa device i m in love with my alexa awesome hindi skills and almost human like response love it ,first alexa device love alexa awesome hindi skills almost human like response love,first alexa device love alexa awesome hindi skill almost human like response love,12.0,1,13
2387,3.0,need to improve i wanted a hand free calling toobut it lacks ths featureu can only call alexa to alexa,need improve wanted hand free calling toobut lacks ths featureu call alexa alexa,need improve wanted hand free calling toobut lack th featureu call alexa alexa,1.0,1,13
2388,4.0,good one ok ok liking it,good one ok ok liking,good one ok ok liking,5.0,1,5
2389,5.0,quality is asome supper product totally worth it,quality asome supper product totally worth,quality asome supper product totally worth,4.0,1,6
2390,1.0,microphone of alexa is not at all responsive the microphone of alexa is not at all responsive we literally have to shout to command alexa when the volumn level is above ,microphone alexa responsive microphone alexa responsive literally shout command alexa volumn level,microphone alexa responsive microphone alexa responsive literally shout command alexa volumn level,4.0,1,12
2391,5.0, awesome product,awesome product,awesome product,4.0,1,2
2392,5.0,easy to pair best product,easy pair best product,easy pair best product,4.0,1,4
2393,1.0,mobile phone connection with alexa i can t connect my mobile phone with this device its always help ne to connect,mobile phone connection alexa connect mobile phone device always help ne connect,mobile phone connection alexa connect mobile phone device always help ne connect,2.0,1,12
2394,5.0,alexa i have been using since august faced some difficulty integrating my lg tv but since then it s working fine ,alexa using since august faced difficulty integrating lg tv since working fine,alexa using since august faced difficulty integrating lg tv since working fine,2.0,1,12
2395,5.0,super gadget it s a good device but i doesn t recognize some of the commands or devotional songs it plays only the list which it recognize or preloaded ,super gadget good device recognize commands devotional songs plays list recognize preloaded,super gadget good device recognize command devotional song play list recognize preloaded,8.0,1,12
2396,5.0,overall it s cute and good it s cute and worth money spent,overall cute good cute worth money spent,overall cute good cute worth money spent,9.0,1,7
2397,5.0,value for money good product value for money if you can really use it ,value money good product value money really use,value money good product value money really use,3.0,1,8
2398,5.0,awesome just luv it and i buy it in a gud deal just rs along with smart bulb ,awesome luv buy gud deal rs along smart bulb,awesome luv buy gud deal r along smart bulb,5.0,1,9
2399,3.0,send opened package they send opened packet rest everything i liked it ,send opened package send opened packet rest everything liked,send opened package send opened packet rest everything liked,2.0,1,9
2400,5.0,very very very nice very very very nice,nice nice,nice nice,6.0,1,2
2401,5.0,superb every thing perfect sound sencers etc superb i love it,superb every thing perfect sound sencers etc superb love,superb every thing perfect sound sencers etc superb love,16.0,1,9
2402,5.0,i like alexa un beatle product,like alexa un beatle product,like alexa un beatle product,2.0,1,5
2403,5.0,value for money value for money expecting more malayalam skills integration with alexa ,value money value money expecting malayalam skills integration alexa,value money value money expecting malayalam skill integration alexa,0.0,0,9
2404,4.0,best if you want be smart good ,best want smart good,best want smart good,8.0,1,4
2405,5.0,it s very helpfull i like this product because it s a modern thing for modern gen,helpfull like product modern thing modern gen,helpfull like product modern thing modern gen,2.0,1,7
2406,5.0,nice nice,nice nice,nice nice,6.0,1,2
2407,5.0,love it no complaints at all ,love complaints,love complaint,1.0,1,2
2408,4.0,it s working good good in all aspects as mentioned,working good good aspects mentioned,working good good aspect mentioned,6.0,1,5
2409,5.0,nice product very much satisfied at this price range awesome product,nice product much satisfied price range awesome product,nice product much satisfied price range awesome product,9.0,1,8
2410,5.0,awesome this is an excellent product but it does not support my mi smart tv that s why i have give it rating ,awesome excellent product support mi smart tv give rating,awesome excellent product support mi smart tv give rating,10.0,1,9
2411,5.0,super product perfect product to make your home smart ,super product perfect product make home smart,super product perfect product make home smart,7.0,1,7
2412,5.0,must buy alexa is the best undoubtedly,must buy alexa best undoubtedly,must buy alexa best undoubtedly,3.0,1,5
2413,5.0,sound quality good with voice recognition sound quality good with voice recognition,sound quality good voice recognition sound quality good voice recognition,sound quality good voice recognition sound quality good voice recognition,14.0,1,10
2414,5.0,simply best simply best voice recognition is best sound quality is superb ,simply best simply best voice recognition best sound quality superb,simply best simply best voice recognition best sound quality superb,18.0,1,10
2415,5.0,marvellous product ,marvellous product,marvellous product,0.0,0,2
2416,5.0,worlds best smart speaker first no dislikes in a affordable price best and just setup is little difficult ,worlds best smart speaker first dislikes affordable price best setup little difficult,world best smart speaker first dislike affordable price best setup little difficult,6.0,1,12
2417,3.0,echo dot voice recognition is poor it is not as smart as it s advertised but sound quality is good and bass is great ,echo dot voice recognition poor smart advertised sound quality good bass great,echo dot voice recognition poor smart advertised sound quality good bass great,9.0,1,12
2418,2.0,ok not very happy just ok,ok happy ok,ok happy ok,3.0,1,3
2419,1.0,very bad product doesn t listen very bad product doesn t listen the command,bad product listen bad product listen command,bad product listen bad product listen command,-6.0,-1,7
2420,5.0,very nice very good quality,nice good quality,nice good quality,8.0,1,3
2421,5.0,my second one in love with alexa this is my second one,second one love alexa second one,second one love alexa second one,3.0,1,6
2422,4.0,awesome product the media could not be loaded i like the alexa dot ,awesome product media could loaded like alexa dot,awesome product medium could loaded like alexa dot,6.0,1,8
2423,5.0,good deal working fine,good deal working fine,good deal working fine,5.0,1,4
2424,5.0,worth it worth it amazing alexa integration got it for k works great made life so much easier ,worth worth amazing alexa integration got k works great made life much easier,worth worth amazing alexa integration got k work great made life much easier,11.0,1,13
2425,2.0,overpriced overpriced not worth the money ,overpriced overpriced worth money,overpriced overpriced worth money,2.0,1,4
2426,5.0,go for it really great product ,go really great product,go really great product,3.0,1,4
2427,5.0,value for money it is awesome product easy to handle and very good quality sound,value money awesome product easy handle good quality sound,value money awesome product easy handle good quality sound,10.0,1,9
2428,5.0,good product alexa integration voice recognition and sound quality,good product alexa integration voice recognition sound quality,good product alexa integration voice recognition sound quality,7.0,1,8
2429,1.0,worste worste i need replacement ,worste worste need replacement,worste worste need replacement,0.0,0,4
2430,5.0,echodot rd gen alexa integration is good sound quality and bluetooth connectivity also good ,echodot rd gen alexa integration good sound quality bluetooth connectivity also good,echodot rd gen alexa integration good sound quality bluetooth connectivity also good,8.0,1,12
2431,5.0,suerpb its awesome,suerpb awesome,suerpb awesome,4.0,1,2
2432,1.0,does not meet expectations too manipulative does not give the customer options to choose from everything is targetted to your purse ,meet expectations manipulative give customer options choose everything targetted purse,meet expectation manipulative give customer option choose everything targetted purse,0.0,0,10
2433,4.0,very nice voice recognition is not good but otherwise the very good product,nice voice recognition good otherwise good product,nice voice recognition good otherwise good product,11.0,1,7
2434,5.0,alexa worth buying alexa rd generation is worth buying excellent easy to access sound is very good kids will enjoy the most talking to alexa ,alexa worth buying alexa rd generation worth buying excellent easy access sound good kids enjoy talking alexa,alexa worth buying alexa rd generation worth buying excellent easy access sound good kid enjoy talking alexa,13.0,1,17
2435,5.0,amazing echo this product is so amazing worked perfectly a bit tricky but then it s no fun when technology is dull would recommend ,amazing echo product amazing worked perfectly bit tricky fun technology dull would recommend,amazing echo product amazing worked perfectly bit tricky fun technology dull would recommend,15.0,1,13
2436,5.0,smart device for your home only great experience need to update the alexa app on weekly basis because there are so many skills have limited functionality ,smart device home great experience need update alexa app weekly basis many skills limited functionality,smart device home great experience need update alexa app weekly basis many skill limited functionality,3.0,1,15
2437,5.0,connectivity simple to use n connect it picks up voice ultimately super full happy,connectivity simple use n connect picks voice ultimately super full happy,connectivity simple use n connect pick voice ultimately super full happy,6.0,1,11
2438,5.0,wonderful product very nice product with very nice product,wonderful product nice product nice product,wonderful product nice product nice product,10.0,1,6
2439,5.0,good it s good but have to improve a lot,good good improve lot,good good improve lot,8.0,1,4
2440,5.0,best device go for it it s superb just update its maps knowledge and mode of transportation knowledge also just some fun talking like generally talking with itit s a fun to use and superb device,best device go superb update maps knowledge mode transportation knowledge also fun talking like generally talking itit fun use superb device,best device go superb update map knowledge mode transportation knowledge also fun talking like generally talking itit fun use superb device,23.0,1,21
2441,5.0,great product awesome product ,great product awesome product,great product awesome product,7.0,1,4
2442,5.0,awesome product very good quality,awesome product good quality,awesome product good quality,9.0,1,4
2443,3.0,not accurate it is not too bad to purchase i think it needs more updates ,accurate bad purchase think needs updates,accurate bad purchase think need update,-3.0,-1,6
2444,5.0,check for high internet bandwidth before use good product with easy alexa integration sound quality is nice no extra speakers required if you are a mild user ,check high internet bandwidth use good product easy alexa integration sound quality nice extra speakers required mild user,check high internet bandwidth use good product easy alexa integration sound quality nice extra speaker required mild user,9.0,1,18
2445,4.0,no battery backup i will surely love it if it comes with battery backup,battery backup surely love comes battery backup,battery backup surely love come battery backup,3.0,1,7
2446,4.0,sound should be higher at between it stucks and not do high sound setup is very tough,sound higher stucks high sound setup tough,sound higher stucks high sound setup tough,0.0,0,7
2447,4.0,go for it good product internet connection compulsory without internet like just a black box if internet connection good than performance is good no battery backup support ,go good product internet connection compulsory without internet like black box internet connection good performance good battery backup support,go good product internet connection compulsory without internet like black box internet connection good performance good battery backup support,13.0,1,19
2448,5.0,beautiful with budget sound quality very goo and so nice in such low budget beautiful gift for kids ,beautiful budget sound quality goo nice low budget beautiful gift kids,beautiful budget sound quality goo nice low budget beautiful gift kid,13.0,1,11
2449,3.0,more developments needed nor in par with google home in recognition of questions and user friendly ,developments needed par google home recognition questions user friendly,development needed par google home recognition question user friendly,4.0,1,9
2450,5.0,just go for it nice product sound is awesome ,go nice product sound awesome,go nice product sound awesome,7.0,1,5
2451,1.0,features not well designed features are there but not useful,features well designed features useful,feature well designed feature useful,2.0,1,5
2452,5.0,great device it can fulfill all my needs and i can control all my smart home gadgets with it,great device fulfill needs control smart home gadgets,great device fulfill need control smart home gadget,6.0,1,8
2453,1.0,it will work for few months after that speaker starts problem after warranty period my alexa stopped working very poor speaker,work months speaker starts problem warranty period alexa stopped working poor speaker,work month speaker start problem warranty period alexa stopped working poor speaker,-5.0,-1,12
2454,5.0,amazing product it s been months and it s working smooth without any trouble ,amazing product months working smooth without trouble,amazing product month working smooth without trouble,2.0,1,7
2455,5.0,ultimate really a very good example of artificial intelligence my kids enjoy a lot with their new friend alexa they love it ,ultimate really good example artificial intelligence kids enjoy lot new friend alexa love,ultimate really good example artificial intelligence kid enjoy lot new friend alexa love,9.0,1,13
2456,5.0,awesome terrific purchase got this for ,awesome terrific purchase got,awesome terrific purchase got,8.0,1,4
2457,5.0,wow product nice entertainment device ,wow product nice entertainment device,wow product nice entertainment device,7.0,1,5
2458,4.0,wow this is best speaker but it is not wireless and volume is so down,wow best speaker wireless volume,wow best speaker wireless volume,7.0,1,5
2459,5.0,amazing alexa alexa rd generation echo is amazing with great sound just more songs vocabulary required but it s good ,amazing alexa alexa rd generation echo amazing great sound songs vocabulary required good,amazing alexa alexa rd generation echo amazing great sound song vocabulary required good,14.0,1,13
2460,3.0,i thought it has inbuilt batter good product good for auromation and music but lacks interna battery ,thought inbuilt batter good product good auromation music lacks interna battery,thought inbuilt batter good product good auromation music lack interna battery,4.0,1,11
2461,1.0,not happy it has to b plugged in all the time it needs plug in all the timenot happycan it b replaced,happy b plugged time needs plug timenot happycan b replaced,happy b plugged time need plug timenot happycan b replaced,3.0,1,10
2462,4.0,not satisfied more description about what the product is what is required for it to work and other details wi fi connection is compulsory electricity is compulsory must be given clearly,satisfied description product required work details wi fi connection compulsory electricity compulsory must given clearly,satisfied description product required work detail wi fi connection compulsory electricity compulsory must given clearly,3.0,1,15
2463,5.0,alexa naughty very nice go head,alexa naughty nice go head,alexa naughty nice go head,3.0,1,5
2464,4.0,but without wifi not play nice voice enjoy but without wifi didn t play,without wifi play nice voice enjoy without wifi play,without wifi play nice voice enjoy without wifi play,5.0,1,9
2465,5.0,awesome it is better than other speakers must buy ,awesome better speakers must buy,awesome better speaker must buy,6.0,1,5
2466,1.0,sdg i k demonstrate jgylcan h wuite l,sdg k demonstrate jgylcan h wuite l,sdg k demonstrate jgylcan h wuite l,0.0,0,7
2467,5.0,it s useful and good i like this product it s very useful and portable we can control all the devices with just a command ,useful good like product useful portable control devices command,useful good like product useful portable control device command,9.0,1,9
